"Sex_F","Sex_I","Sex_M","Length","Diameter","Height","Whole_weight","Shucked_weight","Viscera_weight","Shell_weight","target"
0.0,1.0,0.0,0.375,0.2849999964237213,0.09000000357627869,0.25699999928474426,0.10450000315904617,0.06199999898672104,0.07500000298023224,"7"
0.0,1.0,0.0,0.46000000834465027,0.3499999940395355,0.10999999940395355,0.4000000059604645,0.17599999904632568,0.08299999684095383,0.12049999833106995,"7"
0.0,1.0,0.0,0.32499998807907104,0.24500000476837158,0.07000000029802322,0.16099999845027924,0.0754999965429306,0.025499999523162842,0.04500000178813934,"6"
0.0,0.0,1.0,0.6399999856948853,0.4950000047683716,0.16500000655651093,1.3070000410079956,0.6779999732971191,0.2919999957084656,0.26600000262260437,"11"
0.0,0.0,1.0,0.5600000023841858,0.41499999165534973,0.14499999582767487,0.8519999980926514,0.4300000071525574,0.18850000202655792,0.20499999821186066,"8"
0.0,1.0,0.0,0.44999998807907104,0.36000001430511475,0.125,0.44999998807907104,0.19099999964237213,0.08649999648332596,0.14499999582767487,"12"
1.0,0.0,0.0,0.5699999928474426,0.4699999988079071,0.14000000059604645,0.8709999918937683,0.38499999046325684,0.210999995470047,0.23149999976158142,"10"
0.0,0.0,1.0,0.7099999785423279,0.5699999928474426,0.19499999284744263,1.3480000495910645,0.8985000252723694,0.44350001215934753,0.45350000262260437,"11"
0.0,1.0,0.0,0.550000011920929,0.44999998807907104,0.14000000059604645,0.753000020980835,0.34450000524520874,0.13249999284744263,0.23999999463558197,"8"
0.0,1.0,0.0,0.23000000417232513,0.18000000715255737,0.05000000074505806,0.06400000303983688,0.0215000007301569,0.013500000350177288,0.019999999552965164,"5"
0.0,0.0,1.0,0.4950000047683716,0.38499999046325684,0.13500000536441803,0.6334999799728394,0.20000000298023224,0.12250000238418579,0.25999999046325684,"14"
0.0,0.0,1.0,0.699999988079071,0.5299999713897705,0.1899999976158142,1.31850004196167,0.5479999780654907,0.2329999953508377,0.41999998688697815,"18"
1.0,0.0,0.0,0.6050000190734863,0.48500001430511475,0.16500000655651093,0.9514999985694885,0.45350000262260437,0.19300000369548798,0.27649998664855957,"11"
0.0,1.0,0.0,0.33500000834465027,0.25,0.07500000298023224,0.1860000044107437,0.09449999779462814,0.03799999877810478,0.04450000077486038,"7"
0.0,1.0,0.0,0.5799999833106995,0.46000000834465027,0.14000000059604645,0.9265000224113464,0.41350001096725464,0.18449999392032623,0.27000001072883606,"10"
0.0,0.0,1.0,0.6100000143051147,0.4699999988079071,0.17000000178813934,1.118499994277954,0.5224999785423279,0.24050000309944153,0.3100000023841858,"9"
1.0,0.0,0.0,0.6449999809265137,0.49000000953674316,0.1599999964237213,1.1664999723434448,0.4934999942779541,0.3154999911785126,0.29899999499320984,"9"
0.0,0.0,1.0,0.48500001430511475,0.38999998569488525,0.08500000089406967,0.6434999704360962,0.2944999933242798,0.10300000011920929,0.1979999989271164,"8"
0.0,0.0,1.0,0.6349999904632568,0.49000000953674316,0.17499999701976776,1.375,0.6230000257492065,0.2705000042915344,0.39500001072883606,"11"
0.0,1.0,0.0,0.5149999856948853,0.38999998569488525,0.14000000059604645,0.5554999709129333,0.20000000298023224,0.11349999904632568,0.22349999845027924,"12"
0.0,1.0,0.0,0.375,0.2750000059604645,0.09000000357627869,0.23800000548362732,0.10750000178813934,0.054499998688697815,0.07000000029802322,"6"
0.0,1.0,0.0,0.20499999821186066,0.15000000596046448,0.06499999761581421,0.03999999910593033,0.019999999552965164,0.010999999940395355,0.013000000268220901,"4"
0.0,1.0,0.0,0.4000000059604645,0.28999999165534973,0.10999999940395355,0.32899999618530273,0.18799999356269836,0.045499999076128006,0.08250000327825546,"6"
0.0,1.0,0.0,0.3499999940395355,0.25999999046325684,0.07500000298023224,0.18000000715255737,0.09000000357627869,0.02449999935925007,0.054999999701976776,"5"
0.0,0.0,1.0,0.5450000166893005,0.38999998569488525,0.13500000536441803,0.7835000157356262,0.42250001430511475,0.18150000274181366,0.15600000321865082,"7"
0.0,1.0,0.0,0.5149999856948853,0.39500001072883606,0.125,0.5559999942779541,0.2694999873638153,0.09600000083446503,0.17000000178813934,"8"
0.0,1.0,0.0,0.5649999976158142,0.4650000035762787,0.15000000596046448,1.18149995803833,0.5809999704360962,0.2214999943971634,0.3095000088214874,"9"
0.0,0.0,1.0,0.5799999833106995,0.45500001311302185,0.17000000178813934,0.9300000071525574,0.40799999237060547,0.2590000033378601,0.2199999988079071,"9"
1.0,0.0,0.0,0.45500001311302185,0.3499999940395355,0.11999999731779099,0.4555000066757202,0.19449999928474426,0.10450000315904617,0.13750000298023224,"7"
0.0,0.0,1.0,0.7450000047683716,0.574999988079071,0.20000000298023224,1.8839999437332153,0.9539999961853027,0.335999995470047,0.4950000047683716,"12"
0.0,0.0,1.0,0.4449999928474426,0.3400000035762787,0.11999999731779099,0.44749999046325684,0.19300000369548798,0.10350000113248825,0.12999999523162842,"9"
0.0,0.0,1.0,0.6150000095367432,0.5049999952316284,0.16500000655651093,1.340000033378601,0.531499981880188,0.2815000116825104,0.4099999964237213,"12"
0.0,1.0,0.0,0.42500001192092896,0.3149999976158142,0.10000000149011612,0.37700000405311584,0.16449999809265137,0.07199999690055847,0.10499999672174454,"6"
0.0,1.0,0.0,0.4950000047683716,0.3700000047683716,0.125,0.4715000092983246,0.20749999582767487,0.09099999815225601,0.15000000596046448,"8"
0.0,1.0,0.0,0.5199999809265137,0.38999998569488525,0.14000000059604645,0.7325000166893005,0.24150000512599945,0.14399999380111694,0.25999999046325684,"19"
0.0,1.0,0.0,0.2549999952316284,0.1899999976158142,0.07000000029802322,0.08150000125169754,0.02800000086426735,0.01600000075995922,0.03099999949336052,"5"
0.0,1.0,0.0,0.5400000214576721,0.42500001192092896,0.12999999523162842,0.815500020980835,0.3675000071525574,0.13650000095367432,0.2460000067949295,"11"
0.0,1.0,0.0,0.4399999976158142,0.3400000035762787,0.125,0.4894999861717224,0.17350000143051147,0.08749999850988388,0.20000000298023224,"13"
1.0,0.0,0.0,0.5699999928474426,0.4399999976158142,0.11999999731779099,0.8029999732971191,0.38199999928474426,0.1525000035762787,0.23399999737739563,"9"
0.0,0.0,1.0,0.6000000238418579,0.4099999964237213,0.14499999582767487,0.9390000104904175,0.44749999046325684,0.19599999487400055,0.2680000066757202,"8"
1.0,0.0,0.0,0.699999988079071,0.5400000214576721,0.2150000035762787,1.9780000448226929,0.6675000190734863,0.3125,0.7099999785423279,"24"
0.0,0.0,1.0,0.6449999809265137,0.5049999952316284,0.15000000596046448,1.1605000495910645,0.5189999938011169,0.2615000009536743,0.33500000834465027,"10"
0.0,1.0,0.0,0.5149999856948853,0.4000000059604645,0.11999999731779099,0.6589999794960022,0.2705000042915344,0.17900000512599945,0.17000000178813934,"13"
1.0,0.0,0.0,0.6949999928474426,0.5600000023841858,0.1850000023841858,1.7714999914169312,0.8195000290870667,0.3310000002384186,0.43700000643730164,"10"
0.0,1.0,0.0,0.5,0.38999998569488525,0.12999999523162842,0.5074999928474426,0.21150000393390656,0.10400000214576721,0.17550000548362732,"9"
1.0,0.0,0.0,0.4350000023841858,0.32499998807907104,0.10999999940395355,0.4334999918937683,0.17800000309944153,0.09849999845027924,0.1550000011920929,"7"
0.0,0.0,1.0,0.675000011920929,0.5450000166893005,0.1850000023841858,1.7374999523162842,0.8759999871253967,0.31349998712539673,0.4690000116825104,"13"
1.0,0.0,0.0,0.41999998688697815,0.3199999928474426,0.12999999523162842,0.41350001096725464,0.16449999809265137,0.10599999874830246,0.11900000274181366,"10"
1.0,0.0,0.0,0.6299999952316284,0.4950000047683716,0.14499999582767487,1.1469999551773071,0.5454999804496765,0.26600000262260437,0.28850001096725464,"9"
0.0,1.0,0.0,0.44999998807907104,0.33000001311302185,0.11500000208616257,0.36500000953674316,0.14000000059604645,0.08250000327825546,0.12449999898672104,"8"
0.0,1.0,0.0,0.3799999952316284,0.27000001072883606,0.07999999821186066,0.21050000190734863,0.08649999648332596,0.041999999433755875,0.07000000029802322,"8"
0.0,0.0,1.0,0.6050000190734863,0.48500001430511475,0.17499999701976776,1.1449999809265137,0.4325000047683716,0.27000001072883606,0.4050000011920929,"16"
1.0,0.0,0.0,0.5849999785423279,0.44999998807907104,0.17000000178813934,0.8684999942779541,0.33250001072883606,0.16349999606609344,0.27000001072883606,"22"
0.0,1.0,0.0,0.4300000071525574,0.3400000035762787,0.10499999672174454,0.4404999911785126,0.23849999904632568,0.07450000196695328,0.10750000178813934,"6"
0.0,0.0,1.0,0.6050000190734863,0.45500001311302185,0.1599999964237213,1.1035000085830688,0.42100000381469727,0.30149999260902405,0.32499998807907104,"9"
1.0,0.0,0.0,0.6949999928474426,0.5350000262260437,0.17499999701976776,1.8385000228881836,0.8034999966621399,0.3959999978542328,0.503000020980835,"10"
0.0,1.0,0.0,0.3050000071525574,0.2199999988079071,0.07000000029802322,0.14100000262260437,0.06199999898672104,0.03099999949336052,0.03700000047683716,"5"
1.0,0.0,0.0,0.5649999976158142,0.44999998807907104,0.14499999582767487,0.8495000004768372,0.42149999737739563,0.16850000619888306,0.22499999403953552,"8"
0.0,1.0,0.0,0.4300000071525574,0.3149999976158142,0.0949999988079071,0.3779999911785126,0.17499999701976776,0.07999999821186066,0.10450000315904617,"8"
0.0,0.0,1.0,0.5550000071525574,0.4350000023841858,0.14000000059604645,0.7494999766349792,0.3409999907016754,0.16449999809265137,0.21400000154972076,"8"
0.0,0.0,1.0,0.7099999785423279,0.574999988079071,0.2150000035762787,2.009000062942505,0.9894999861717224,0.44749999046325684,0.5019999742507935,"11"
1.0,0.0,0.0,0.5699999928474426,0.4449999928474426,0.1550000011920929,1.0169999599456787,0.5264999866485596,0.20250000059604645,0.26499998569488525,"10"
0.0,0.0,1.0,0.6700000166893005,0.5149999856948853,0.16500000655651093,1.1734999418258667,0.5260000228881836,0.2849999964237213,0.3160000145435333,"11"
1.0,0.0,0.0,0.5550000071525574,0.42500001192092896,0.14000000059604645,0.7879999876022339,0.28200000524520874,0.15950000286102295,0.2849999964237213,"11"
